model_name,category,entity,product_name,intended_purpose,month,service_type,source_file
小明太极剧本辅助写作生成合成算法,服务提供者,小明太极（湖北）国漫文化有限公司,爱写剧(网站),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
小明太极图像生成合成算法,服务提供者,小明太极（湖北）国漫文化有限公司,爱写剧(网站),应用于图像生成场景，根据用户输入的文本描述词、参考图像及数值参数，生成与描述词及参考图相关的漫画、动画类图像。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
神光大模型算法,服务技术支持者,北京神州光大科技有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
归心太白问答合成算法,服务提供者,广东人工智能与先进计算研究院,归心•太白知识系统(网站),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
贝壳图像生成算法,服务提供者,贝壳找房（北京）科技有限公司,设牛AI(小程序)、贝壳找房(APP)、HOME(APP),应用于图像生成场景，根据用户上传的房屋照片，生成不同风格、布局的装修效果图。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
邮储银行生成合成类数字人驱动算法,服务提供者,中国邮政储蓄银行股份有限公司,手机银行数字客服(APP)、数字人直播(APP)、信用卡虚拟服务经理(APP)、离线视频生产(其他),应用于数字人生成场景，根据输入的语音等信息，生成包含声音、动作、表情等元素的数字人视频。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
AIDreams人物照片转漫画图像生成算法,服务提供者,内蒙古奥云信息技术服务有限公司,AI Dreams(小程序),应用于图像生成场景，根据用户输入的人脸图片，生成具有特定风格的人像图像。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
数有引力文本生成算法,服务技术支持者,成都数有引力科技有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本信息，生成与股票和基金行业相关的文本答案。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
智能招聘策略生成与执行算法,服务提供者,北京拓英网络科技有限公司,探也-Autopilot(网站),应用于文本生成场景，根据用户输入的自然语言文本和相关的提示文本，生成适合的招聘策略。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
Keep运动助手算法,服务提供者,北京卡路里科技有限公司,Keep(APP),应用于对话生成场景，根据用户输入的问题，生成与运动锻炼知识相关的回复。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
中科闻歌雅意大模型内容生成算法,服务提供者,北京中科闻歌科技股份有限公司,雅意(APP)、中科闻歌雅意大模型(网站),应用于对话生成场景，根据用户输入的文本问题或指令，生成相应的文本回复。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
天工文生图算法,服务提供者,昆仑万维科技股份有限公司,天工AI助手(APP)、天工AI搜索(小程序)、天工AI助手(网站),应用于图像生成场景，根据用户输入的文本，生成与输入文本描述相匹配的图像。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
宇谷科技端侧通用智能锂电池大模型决策算法,调度决策类,杭州宇谷科技股份有限公司,这锂换电(APP),应用于锂电池异常检测和性能预估场景，根据由电池传感器采集的电池状态数据，得出锂电池的风险系数、电池健康度和电池电量。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
95分个性化推荐算法,个性化推送类,上海置潮信息科技有限公司,95分(APP),应用于商品个性化推荐场景，根据用户行为和相关商品标签，向用户推荐可能感兴趣的商品。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
86巴士包车动态报价算法,调度决策类,广州零加零科技有限公司,86包车(网站),应用于包车动态报价场景，根据用户输入的起点、终点、车型、租车时间及所需额外服务，计算出相应包车费用。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
婚礼纪商家排序算法,排序精选类,杭州火烧云科技有限公司,婚礼纪(网站)、婚礼纪(小程序)、婚礼纪(APP),应用于商家列表排序场景，根据分析和整合平台商家基本属性和历史统计行为等多个维度信息，输出排序后的商家列表。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
奇猎知识检索算法,信息检索类,杭州奇猎软件技术有限公司,燕歌行(APP),应用于信息检索场景，根据用户输入信息中的关键词，找到相关的传统文化知识内容。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
群核个性化推荐算法,个性化推送类,杭州群核信息技术有限公司,酷家乐(网站),应用于内容推荐场景，根据用户历史行为数据，向用户推荐可能感兴趣的家装设计方案。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
乐刻教练榜单排序算法,排序精选类,杭州乐刻网络技术有限公司,乐刻运动(APP),应用于教练榜单排序场景，根据证书、线下考核等教练行为特征数据得出排序分，形成教练排序榜单。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
小瑞智能检索算法,信息检索类,杭州瑞成信息技术股份有限公司,小瑞助手(网站)、小瑞助手(APP)、小瑞助手(其他),应用于信息检索场景，根据用户输入的关键词或文本，检索与用户需求高度匹配的文本结果。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
紫云之光紫医妙算检索算法,信息检索类,四川紫云之光科技有限公司,远程处方系统(APP),应用于药品信息检索场景，根据用户输入的患者基本信息、症状描述等文本数据，从药品数据库中检索最匹配的药品信息。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
婚礼纪个性化推荐算法,个性化推送类,杭州火烧云科技有限公司,婚礼纪(网站)、婚礼纪(小程序)、婚礼纪(APP),应用于商家推荐场景，根据用户历史行为数据、用户偏好、商家信息等，推荐符合用户兴趣的婚庆商家。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
如祺出行网约车分单算法,调度决策类,广州祺宸科技有限公司,如祺出行(APP),应用于网约车派单场景，将找车订单与可派车辆资源进行最优匹配，向用户输出匹配结果。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
首因帮教小程序用户行为日志异常检测算法,调度决策类,南京首因教育科技有限公司,首因帮教(小程序),应用于数据分析场景，根据用户行为日志数据，分析挖掘用户日志数据中异常行为，为网络安全管理人员提供决策建议。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
Ai帮教平台智能帮教推荐算法,个性化推送类,南京首因教育科技有限公司,首因帮教(小程序),应用于视频推荐场景，根据用户基本属性、用户行为等数据，推荐匹配的视频。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
大明白信息检索算法,信息检索类,上海卓越睿新数码科技股份有限公司,智慧树网(网站)、知到教师版(APP)、知到(APP)、大明白AI能力中心(网站),应用于信息检索场景，根据用户输入的关键词，结合渠道标签偏好设置，筛选相关课程视频、电子书片段和网络资源。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
营客通商城搜索算法,信息检索类,上海赢可通信息科技有限公司,营客通(APP)、营客通(网站),应用于商品信息检索场景，根据用户输入的搜索词，在商品信息库中快速匹配相关商品，并按照商品信息的权重和相关性进行排序，最终将排序后的商品信息展示给用户。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
闻道基于语义工程技术检索算法,信息检索类,江苏联著实业股份有限公司,闻道知识智能管理平台(网站)、联著实业智能开放审核系统(网站)、闻道档案智能辅助编研系统(网站)、闻道智能语义查询软件(网站),应用于文档检索场景，根据用户输入的查询内容，匹配数据库中最符合要求的文档。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
同城急送智能配送算法,调度决策类,北京顺达同行科技有限公司,顺丰同城骑士(APP),应用于指派订单场景，根据用户订单的起始点、目的点、时间、物件类型等信息，与派单范围内的骑士进行最优匹配，将订单分配至骑士。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
首因帮教小程序好友推荐算法,个性化推送类,南京首因教育科技有限公司,首因帮教(小程序),应用于好友推荐服务，根据用户基本属性、用户行为等数据，为用户推荐具有积极影响的好友。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
巽风电商和内容社区个性化推荐算法,个性化推送类,巽风科技（贵州）有限公司,巽风数字世界(小程序),应用于电商商品和内容社区推荐服务，根据用户的历史行为、兴趣偏好及物品的特征，向用户推荐可能感兴趣的商品或内容。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
五八驾考排序精选类算法,排序精选类,天津五八驾考信息技术有限公司,驾校一点通(APP),应用于驾校排序场景，根据驾校的会员等级和学员与驾校场地的距离，为学员展示最优的驾校列表。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
有车以后推荐算法,个性化推送类,广东有车科技股份有限公司,有车以后(APP),应用于内容推荐场景，根据用户的历史行为数据进行偏好分析，向用户推荐可能感兴趣的内容。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
众联数字化商业增长推荐类算法,个性化推送类,厦门众联世纪股份有限公司,流量果广告平台(网站),应用于个性化广告推荐服务，根据用户基本属性数据、推荐对象数据和用户行为数据，向用户提供广告营销内容。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
心潮科技睡眠服务推荐算法,个性化推送类,广州心与潮信息科技有限公司,小睡眠(APP),应用于个性化睡眠推荐服务，根据用户的睡眠评分、睡眠规律、梦话鼾声、睡眠周期和环境噪音等数据，结合行为偏好，为用户推荐睡眠辅助方案。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
Castle内容安全审核过滤算法,内容过滤类,潍坊华创信息技术有限公司,CastleCms内容管理平台(网站)、CastleCms知识库管理系统(网站),应用于文本内容过滤场景，通过识别并过滤文本中的不良内容，实现在线评论审核、社交媒体监控、用户生成内容过滤等内容安全审核功能。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
欲知多模态信息检索算法,信息检索类,广东智媒云图科技股份有限公司,欲知语义搜索引擎(网站),应用于多模态信息检索场景，根据用户输入的文本、图像，在数据库中检索出相关的图像、视频内容，实现以文搜图、以图搜图、以文搜视频、以图搜视频等功能。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
贴贴个性化推送算法,个性化推送类,天津又闲网络科技有限公司,贴贴(APP),应用于个性化推荐服务，根据用户基础属性和历史行为数据，实现个性化的内容、用户推送。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
聚典语义检索算法,信息检索类,上海辞书出版社有限公司,聚典写作助手(其他),应用于文本检索场景，根据用户上传的辞典或词条，快速检索出相关词条文本信息。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
佰特搜配智能检索算法,信息检索类,佰特智能科技（广州）有限公司,嗖嗖汽配(小程序),应用于汽车零配件信息检索场景，根据用户输入的车架号、零配件种类、零配件品牌商等文本或图片，检索出相匹配的车辆信息、零配件种类和对应品牌商等信息。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
首因基坑降水监测算法,调度决策类,南京首因教育科技有限公司,Ai深基坑降水监测(小程序),应用于基坑降水监测场景，根据用户上传的传感器中获取的基坑工程相关数据，输出基坑降水预测值。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
首因施工噪声与振动监测算法,调度决策类,南京首因教育科技有限公司,人工智能对施工噪声与振动监测(小程序),应用于施工噪声与振动场景，根据施工过程中的噪声与振动数据，输出对未来噪声与振动情况的预测，为施工人员制定控制策略提供依据。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
维构个性化推送算法,个性化推送类,维构科技（福建）有限公司,维构元空间(APP),应用于内容和商品个性化推荐服务，根据浏览、点击等用户行为数据，实现个性化的内容和商品推送。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
美行信息检索算法,信息检索类,沈阳美行科技股份有限公司,AI车载云盒(其他),应用于信息检索场景，根据用户的检索输入、位置信息及相关数据，检索相应信息，并对检索结果进行排序。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
美行兴趣点智能推荐算法,个性化推送类,沈阳美行科技股份有限公司,AI车载云盒(其他),应用于内容个性化推荐服务，根据用户当前所处时间，空间，天气状况等信息，结合用户历史操作行为，实现个性化的内容推送。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
安居客个性化推荐类算法,个性化推送类,上海瑞家信息技术有限公司,安居客(APP),应用于房产信息推荐场景，通过收集用户的设备信息、服务日志信息等，分析用户偏好特征，向用户推送与其偏好特征相匹配的新房、二手房、租房、商铺写字楼等各类房产信息。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
悟空视觉大模型检索算法,信息检索类,连云港市数字产业投资发展有限公司,悟空视觉(网站),应用于图像检索场景，根据用户输入的搜索内容描述文本，从摄像机抓拍图片中检索关键信息，识别并排序相关图像，优先展示最准确的结果。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
畅游问答关键字匹配算法,信息检索类,畅游（哈尔滨）城市运营服务有限公司,畅游哈尔滨(小程序),应用于关键字匹配场景，对用户提问内容进行关键字匹配检索，输出相关吃、住、行、游、娱、购等链接信息。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
美行地图兴趣点过滤算法,内容过滤类,沈阳美行科技股份有限公司,AI车载云盒(其他),应用于地图兴趣点过滤场景，根据用户位置信息及输入关键字，对地图兴趣点进行过滤后返回用户。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
云迹AI语音客服信息检索算法,信息检索类,北京云迹科技股份有限公司,云迹AI语音客服(APP),应用于信息检索场景，根据用户的输入，对用户语音及上下文进行意图理解，并从预设数据库和第三方检索源查找与意图对应的信息，检索结果被转换成语音回复给用户。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
首因涉案未成年人矫治教育视频推荐算法,个性化推送类,南京首因教育科技有限公司,法启新程(小程序),应用于视频个性化推荐服务，根据视频内容特征与用户画像，实现个性化的视频推送。,2024-12,algorithmic service,境内互联网信息服务算法备案清单（2024年12月）.docx
鹿影科技视频生成算法,服务提供者,深圳鹿影科技有限公司,鹿影AI(网站),应用于图像、视频生成场景，根据用户输入的文本、图像、视频，生成符合用户需求的图像、视频内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
AI外教语言学习深度合成算法,服务提供者,杭州菲助科技有限公司,AI外教(APP),应用于文本生成场景，根据用户输入的语音信息转换后的文本，生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
广联达文本生成算法,服务提供者,广联达科技股份有限公司,天天项上(APP),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
麦小记文生文内容生成算法,服务提供者,北京记下文化有限公司,麦小记(APP),应用于文本生成场景，根据用户提供的文字资料内容，生成相应的文字结果。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
王道图像生成算法,服务提供者,杭州王道控股有限公司,图可丽(网站)、神采(网站),应用于图像生成场景，根据输入的文本、图像，生成对应的图片。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
美腾思数字人合成算法,服务提供者,杭州美腾思智能科技有限公司,麦兔智能(网站),应用于数字人生成场景，根据用户输入的声音，生成声音口型发音一致的数字人视频。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
腾讯混元大模型多模态算法,服务提供者,深圳市腾讯计算机系统有限公司,腾讯元宝(其他),应用于多模态内容生成场景，根据用户输入的多模态内容，生成符合用户要求的文字、图片、视频、音频等。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
因马科技图像生成算法,服务技术支持者,无锡因马科技有限公司,--,应用于图像生成场景，服务于企业端客户，根据用户需求的输入，生成指定的用户肖像照片。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
能力探真数据内容生成合成算法,服务提供者,北京知明而行网络科技有限公司,能力探真(网站),应用于文本生成场景，根据用户输入的需求或关键词，生成相应的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
星智大模型算法,服务提供者,中电云计算技术有限公司,星智大模型(APP)、星智大模型(小程序)、星智大模型(公众账号),应用于对话生成场景，根据用户输入的内容，生成与输入文本相关的文本回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
浪潮海岳大模型算法,服务提供者,浪潮通用软件有限公司,浪潮海岳大模型算法智能对话(网站),应用于对话生成场景，根据用户输入的问题文本，生成相应的文本回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
海淀文旅如如大模型算法,服务提供者,中关村科学城城市大脑股份有限公司,海淀文旅(公众账号),应用于对话生成场景，根据用户输入的文本，生成文旅领域的文本回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
天翼数字生活智能应用算法,服务提供者,天翼数字生活科技有限公司,小翼管家(APP)、天翼数字乡村(网站)、天翼云盘(APP)、天翼智慧社区(网站),应用于对话生成场景，根据用户输入的问题文本，生成相应的文本回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
况客文生文生成合成算法,服务技术支持者,况客科技（北京）有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的基金方面的问题描述，生成回应问题的文本。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
星智大模型算法-2,服务技术支持者,中电云计算技术有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本，生成相应的回复文本。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
大觥影像增强算法,服务提供者,北京大觥科技有限公司,你我当年影像增强平台(网站)、你我当年(APP),应用于图像生成场景，对用户输入的图像进行重建和超分辨率，生成提升视觉效果的图像。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
大有空间智能体对话生成算法,服务提供者,杭州世间乐见科技有限公司,大有空间(APP),应用于文本生成场景，根据用户输入的文本或语音信息，生成符合用户需求的文本内容，利用语音合成技术将文本结果转化为语音输出。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
指尖艺术家图像深度合成算法,服务提供者,广东网演文旅数字科技有限公司,网演(APP),应用于图像生成场景，根据用户上传的图像及选择的风格图像模板，生成具有所选风格的新图像。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
kreadoAI生成内容算法,服务提供者,西安点告网络科技有限公司,AIGC数字营销创作平台(网站),应用于数字人视频生成场景，根据用户输入的视频和音频，生成数字人形象的新唇形视频。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
科沃斯机器人大模型算法,服务提供者,科沃斯家用机器人有限公司,扫地机器人(其他),应用于文本生成场景，根据用户输入的文本或语音信息，使用大语言模型生成符合用户需求的文本内容，利用语音合成技术将文本结果转化为语音输出。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
PSAI图像深度合成类算法-2,服务技术支持者,虹软科技股份有限公司,--,应用于图像生成场景，服务于企业端客户，根据用户输入的商品图像，使用分割模型保留用户想要展示的商品区域，最终生成符合用户需求的商品营销展示图。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
语映生成合成算法,服务提供者,杭州盖视科技有限公司,语映(APP)、语映(网站),应用于视频生成场景，将输入视频中的源语言语音转换为文本，对获取的文本进行翻译，生成目标语言的文本；将翻译后的文本转化为自然流畅的语音数据，最终输出包含翻译后语音及对应唇形的新视频。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
牛客文本生成算法,服务提供者,北京牛客科技有限公司,牛客(APP),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
喜马拉雅语音识别算法,服务提供者,上海喜马拉雅科技有限公司,喜马拉雅（APP）,应用于语音识别场景，根据用户输入的音频，生成对应的文字。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
丝芭心乐舞河数字虚拟偶像音舞生成算法,服务技术支持者,上海丝芭文化传媒集团有限公司,--,应用于视频生成场景，服务于企业端客户，根据输入的音频和视频，生成音乐特征对应的舞蹈视频。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
腾讯音乐未伴虚拟人合成算法,服务提供者,腾讯音乐娱乐（深圳）有限公司,未伴(APP),应用于虚拟人生成场景，用户可通过提供人脸图、风格图、示例音频和自定义的人设描述文本来创建虚拟人，根据用户输入的文本信息，虚拟人生成文本、图像、音频等内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
支付宝图像生成算法,服务提供者,支付宝（杭州）信息技术有限公司,支付宝（APP）、蚂蚁灵光(网站)、蚂蚁灵光(APP),应用于图像生场景，根据用户输入的文本、图像，生成符合用户需求的图像内容，实现文生图、图生图等功能。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
萌萌舒AI应事图片合成算法-1,服务提供者,成都萌萌舒科技有限公司,还梦（小程序）,应用于图像生场景，根据用户输入的语音、文本、图像，生成符合用户需求的图像内容，实现文生图、图生图等功能。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
中科知道数字人问答生成算法,服务提供者,中科知道（北京）科技有限公司,AI虚拟助理人(网站),应用于智能对话场景，根据用户输入的文本信息，生成符合用户需求的文本回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
理想汽车MindDiffusion图像生成算法,服务提供者,北京车励行信息技术有限公司,绘画大师(APP),应用于图像生成场景，根据用户输入的文本或自拍图像，生成对应的图像。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
喜马拉雅语音合成算法,服务提供者,上海喜马拉雅科技有限公司,喜马拉雅（APP）,应用于语音生成场景，根据用户输入的文本，生成对应的语音。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
喜马拉雅语音大模型算法,服务提供者,上海喜马拉雅科技有限公司,喜马拉雅（APP）,应用于语音生成场景，根据用户输入的文本和提示音频，生成目标说话人的输出语音。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
深兰硅基知识智能对话多模态大模型算法,服务提供者,深兰科技（武汉）股份有限公司,硅基大脑SaaS平台(网站)、metamind(APP)、AI硅基小助手(小程序),应用于对话生成场景，根据用户输入的问题和需求信息，结合上下文生成文本、图像、视频、音频等。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
牛客面试场景合成算法,服务提供者,北京牛客科技有限公司,牛客AI面(小程序),应用于虚拟面试场景，通过实时接收应聘者的影像，根据应聘者的回答，生成数字人面试官的声音回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
蝉镜数字人算法,服务提供者,厦门蝉羽网络科技有限公司,蝉镜(网站),应用于数字人生成场景，根据用户输入的文本、语音和人物图片，生成声音与口型一致的数字人视频。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
易企秀营销内容生成算法,服务提供者,北京中网易企秀科技有限公司,小易AI(网站)、易企秀（AI文案功能）(APP),应用于文本生成场景，根据用户输入的撰写文案要求，生成符合用户预期的文案。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
智境云创人脸融合算法,服务提供者,北京智境云创科技有限公司,Crush可式(小程序),应用于图像生成场景，根据用户上传的照片，与特定形象进行面部融合，生成融合后的人脸图像。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
菲咏AI合成算法,服务提供者,上海菲咏网络科技有限公司,灵飞AI绘画（小程序）、灵飞AI创作（小程序）、灵飞AI创作平台（网站）、灵飞AI配音（小程序）、灵飞AI配音平台（网站）,应用于多模态内容生成场景，根据用户输入的多模态内容，生成符合用户要求的文本、图像、视频等。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
风变内容生成算法,服务提供者,风变科技（深圳）有限公司,AI EDU(网站),应用于文本生成场景，根据用户输入的文本数据，生成相应的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
ABCReading智能问答内容生成算法,服务提供者,重庆创浪时代未来科技有限公司,ABC Reading(APP),应用于对话生成场景，根据用户输入的语音问题，生成相应的文本和语音回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
迪智伟奥大模型算法,服务技术支持者,海南迪智伟奥网络科技有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本内容，生成对应的文本。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
文鳐大模型算法,服务技术支持者,福建中科星泰数据科技有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户提出的问题，生成相应的文字内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
天工图生文算法,服务提供者,昆仑万维科技股份有限公司,天工AI助手(APP)、天工AI搜索(小程序)、天工AI助手(网站),应用于智能对话场景，根据用户输入的文本和图像，结合图像内容，生成符合用户需求的文本回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
天工图生文算法-1,服务技术支持者,昆仑万维科技股份有限公司,--,应用于智能对话场景，服务于企业端客户，根据用户输入的文本和图像，结合图像内容，生成符合用户需求的文本回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
XUNCHANG小基灵选题文案大模型算法,服务提供者,浙江寻常问道网络信息科技有限公司,XUNCHANG小基灵金融短视频剪辑运营平台(网站),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
派欧音频生成算法,服务技术支持者,派欧云计算（上海）有限公司,--,应用于语音合成场景，服务于企业端客户，根据用户输入的文本信息，生成对应的音频内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
职场密码智能面试场景合成算法,服务提供者,山东战千里教育咨询有限公司,职场密码（网站）,应用于虚拟面试场景，根据面试过程中文本、语音、视频等数据，通过打分评估候选人的回答表现，生成面试评估报告。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
AKS图生图算法,服务技术支持者,深圳市顺凯信息技术有限公司,--,应用于图像生成场景，服务于企业端客户，根据用户输入的图像信息，及配置好的文本信息，生成符合用户需求的相似风格图像内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
AKS文生图算法,服务技术支持者,深圳市顺凯信息技术有限公司,--,应用于图像生成场景，服务于企业端客户，根据用户输入的文本信息，生成符合用户需求的图像内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
影石Insta360-人工智能生成式算法,服务提供者,影石创新科技股份有限公司,œ(APP),应用于图像、视频生成场景，根据用户输入的文本、图像、视频信息，生成符合用户需求的图像、视频内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
C-Life塑美生成算法,服务提供者,深圳数联天下智能科技有限公司,怡美宝(小程序),应用于图像生成场景，根据用户输入的人脸图像和需要整形的部位，生成一张塑美后的人脸图像。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
C-Life人脸变化生成算法,服务提供者,深圳数联天下智能科技有限公司,美肤生活(小程序),应用于图像生成场景，根据用户输入的人脸图像，生成一张人脸变化后的图像，包括衰老预测，痘痘变化，色斑变化等。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
